week,bag_query,avg_resale_price,median_resale_price,sales_volume,search_index,yt_total_views,yt_total_likes,yt_video_count,tt_total_plays,tt_total_likes,tt_video_count,ig_total_likes,ig_total_comments,ig_post_count,ig_avg_likes,retail_price,resale_premium,search_index_lag1,tt_total_plays_lag1,yt_total_views_lag1,ig_total_likes_lag1
2024-09-30,Hermes Kelly,,,,1.9705882352941175,1428.0,11.0,1.0,648500.0,,,1822.0,75.0,2.0,911.0,12000,,2.0,648500.0,9382.0,4335.0
2024-10-07,Hermes Kelly,,,,1.9705882352941175,1428.0,,,36500.0,435.0,1.0,1822.0,,,,12000,,1.9705882352941175,648500.0,1428.0,1822.0
2024-10-14,Hermes Kelly,,,,1.9705882352941175,259002.0,6262.0,3.0,36500.0,,,1822.0,,,,12000,,1.9705882352941175,36500.0,1428.0,1822.0
2024-10-28,Hermes Kelly,,,,2.1470588235294117,11992.0,178.0,2.0,36500.0,,,1822.0,,,,12000,,1.9705882352941175,36500.0,259002.0,1822.0
2024-11-04,Hermes Kelly,,,,2.1470588235294117,134023.0,2005.0,1.0,36500.0,,,2973.0,62.0,1.0,2973.0,12000,,2.1470588235294117,36500.0,11992.0,1822.0
2024-11-11,Hermes Kelly,,,,2.1470588235294117,2250779.0,89399.0,3.0,36500.0,,,6945.0,290.0,2.0,3472.5,12000,,2.1470588235294117,36500.0,134023.0,2973.0
2024-11-18,Hermes Kelly,,,,2.1470588235294117,1103342.0,51937.0,2.0,26900.0,522.0,1.0,6945.0,,,,12000,,2.1470588235294117,36500.0,2250779.0,6945.0
2024-11-25,Hermes Kelly,,,,2.5294117647058822,1103342.0,,,407100.0,9194.0,1.0,6945.0,,,,12000,,2.1470588235294117,26900.0,1103342.0,6945.0
2024-12-09,Hermes Kelly,,,,2.5294117647058822,5633.0,97.0,4.0,407100.0,,,6945.0,,,,12000,,2.5294117647058822,407100.0,1103342.0,6945.0
2024-12-16,Hermes Kelly,,,,2.5294117647058822,20295.0,376.0,1.0,407100.0,,,6945.0,,,,12000,,2.5294117647058822,407100.0,5633.0,6945.0
2024-12-23,Hermes Kelly,,,,2.5294117647058822,88344.0,1633.0,6.0,407100.0,,,6945.0,,,,12000,,2.5294117647058822,407100.0,20295.0,6945.0
2024-12-30,Hermes Kelly,,,,2.2058823529411766,23964.0,131.0,1.0,407100.0,,,6945.0,,,,12000,,2.5294117647058822,407100.0,88344.0,6945.0
2025-01-06,Hermes Kelly,,,,2.2058823529411766,6238.0,87.0,1.0,407100.0,,,6945.0,,,,12000,,2.2058823529411766,407100.0,23964.0,6945.0
2025-01-13,Hermes Kelly,,,,2.2058823529411766,6238.0,,,2800000.0,186900.0,1.0,6945.0,,,,12000,,2.2058823529411766,407100.0,6238.0,6945.0
2025-01-20,Hermes Kelly,,,,2.2058823529411766,164.0,3.0,1.0,790300.0,29300.0,1.0,6945.0,,,,12000,,2.2058823529411766,2800000.0,6238.0,6945.0
2025-01-27,Hermes Kelly,,,,1.8823529411764703,191124.0,4498.0,1.0,790300.0,,,6945.0,,,,12000,,2.2058823529411766,790300.0,164.0,6945.0
2025-02-03,Hermes Kelly,,,,1.8823529411764703,177523.0,15003.0,1.0,790300.0,,,6945.0,,,,12000,,1.8823529411764703,790300.0,191124.0,6945.0
2025-02-10,Hermes Kelly,,,,1.8823529411764703,177523.0,,,790300.0,,,6405.0,245.0,1.0,6405.0,12000,,1.8823529411764703,790300.0,177523.0,6945.0
2025-02-17,Hermes Kelly,,,,1.8823529411764703,16920.0,308.0,2.0,790300.0,,,4971.0,61.0,1.0,4971.0,12000,,1.8823529411764703,790300.0,177523.0,6405.0
2025-02-24,Hermes Kelly,,,,1.9411764705882353,17571.0,173.0,2.0,790300.0,,,4971.0,,,,12000,,1.8823529411764703,790300.0,16920.0,4971.0
2025-03-03,Hermes Kelly,,,,1.9411764705882353,6344.0,90.0,1.0,790300.0,,,4971.0,,,,12000,,1.9411764705882353,790300.0,17571.0,4971.0
2025-03-10,Hermes Kelly,,,,1.9411764705882353,9321.0,77.0,3.0,355400.0,18105.0,2.0,2407.0,66.0,1.0,2407.0,12000,,1.9411764705882353,790300.0,6344.0,4971.0
2025-03-17,Hermes Kelly,,,,1.9411764705882353,4148.0,39.0,2.0,355400.0,,,2407.0,,,,12000,,1.9411764705882353,355400.0,9321.0,2407.0
2025-03-24,Hermes Kelly,,,,1.9411764705882353,128081.0,0.0,1.0,355400.0,,,2407.0,,,,12000,,1.9411764705882353,355400.0,4148.0,2407.0
2025-03-31,Hermes Kelly,,,,2.0,25595.0,532.0,1.0,112800.0,5536.0,1.0,2407.0,,,,12000,,1.9411764705882353,355400.0,128081.0,2407.0
2025-04-07,Hermes Kelly,,,,2.0,26052.0,157.0,2.0,112800.0,,,2407.0,,,,12000,,2.0,112800.0,25595.0,2407.0
2025-04-14,Hermes Kelly,,,,2.0,1275580.0,19494.0,2.0,79600.0,1097.0,1.0,2407.0,,,,12000,,2.0,112800.0,26052.0,2407.0
2025-04-21,Hermes Kelly,,,,2.0,1275580.0,,,236700.0,4302.0,1.0,2407.0,,,,12000,,2.0,79600.0,1275580.0,2407.0
2025-04-28,Hermes Kelly,,,,1.911764705882353,85524.0,1526.0,3.0,236700.0,,,2407.0,,,,12000,,2.0,236700.0,1275580.0,2407.0
2025-05-05,Hermes Kelly,,,,1.911764705882353,412605.0,18715.0,2.0,236700.0,,,2407.0,,,,12000,,1.911764705882353,236700.0,85524.0,2407.0
2025-05-12,Hermes Kelly,,,,1.911764705882353,51076.0,734.0,3.0,236700.0,,,2407.0,,,,12000,,1.911764705882353,236700.0,412605.0,2407.0
2025-05-19,Hermes Kelly,,,,1.911764705882353,24840.0,568.0,1.0,1100000.0,5224.0,1.0,2407.0,,,,12000,,1.911764705882353,236700.0,51076.0,2407.0
2025-05-26,Hermes Kelly,,,,2.0,733940.0,10140.0,2.0,1465800.0,83200.0,2.0,2407.0,,,,12000,,1.911764705882353,1100000.0,24840.0,2407.0
2025-06-02,Hermes Kelly,,,,2.0,733940.0,,,1465800.0,,,527.0,85.0,1.0,527.0,12000,,2.0,1465800.0,733940.0,2407.0
2025-06-09,Hermes Kelly,,,,2.0,111379.0,2760.0,4.0,1465800.0,,,527.0,,,,12000,,2.0,1465800.0,733940.0,527.0
2025-06-16,Hermes Kelly,,,,2.0,1957212.0,11204.0,2.0,96000.0,2229.0,1.0,527.0,,,,12000,,2.0,1465800.0,111379.0,527.0
2025-06-30,Hermes Kelly,,,,2.235294117647059,3337.0,21.0,1.0,96000.0,,,527.0,,,,12000,,2.0,96000.0,1957212.0,527.0
2025-07-07,Hermes Kelly,,,,2.235294117647059,7936.0,49.0,1.0,5300000.0,282000.0,1.0,527.0,,,,12000,,2.235294117647059,96000.0,3337.0,527.0
2025-07-14,Hermes Kelly,,,,2.235294117647059,62069.0,690.0,2.0,1674800.0,94600.0,2.0,527.0,,,,12000,,2.235294117647059,5300000.0,7936.0,527.0
2025-07-21,Hermes Kelly,,,,2.235294117647059,34809.0,623.0,2.0,1674800.0,,,527.0,,,,12000,,2.235294117647059,1674800.0,62069.0,527.0
2025-07-28,Hermes Kelly,,,,2.5,482402.0,8723.0,1.0,1674800.0,,,205.0,2.0,2.0,102.5,12000,,2.235294117647059,1674800.0,34809.0,527.0
2025-08-11,Hermes Kelly,,,,2.5,857911.0,14517.0,3.0,1674800.0,,,205.0,,,,12000,,2.5,1674800.0,482402.0,205.0
2025-08-18,Hermes Kelly,5600.0,5600.0,1.0,2.5,2191.0,24.0,1.0,180700.0,17418.0,2.0,205.0,,,,12000,-0.5333333333333333,2.5,1674800.0,857911.0,205.0
2025-08-25,Hermes Kelly,,,,2.5,572391.0,6353.0,2.0,327600.0,11604.0,2.0,205.0,,,,12000,,2.5,180700.0,2191.0,205.0
2025-09-01,Hermes Kelly,,,,2.1176470588235294,9197.0,141.0,2.0,327600.0,,,1207.0,42.0,1.0,1207.0,12000,,2.5,327600.0,572391.0,205.0
2025-09-08,Hermes Kelly,,,,2.1176470588235294,5423.0,30.0,1.0,1333254.0,55509.0,3.0,1207.0,,,,12000,,2.1176470588235294,327600.0,9197.0,1207.0
2025-09-15,Hermes Kelly,,,,2.1176470588235294,259832.0,9600.0,4.0,144000.0,3820.0,2.0,1207.0,,,,12000,,2.1176470588235294,1333254.0,5423.0,1207.0
2025-09-22,Hermes Kelly,,,,2.1176470588235294,1077.0,11.0,1.0,88100.0,1474.0,1.0,1207.0,,,,12000,,2.1176470588235294,144000.0,259832.0,1207.0
2025-09-29,Hermes Kelly,,,,1.8823529411764703,1077.0,,,1182400.0,54468.0,3.0,1207.0,,,,12000,,2.1176470588235294,88100.0,1077.0,1207.0
2025-10-06,Hermes Kelly,,,,1.8823529411764703,141014.0,2445.0,2.0,413586.0,15892.0,2.0,13294.0,286.0,1.0,13294.0,12000,,1.8823529411764703,1182400.0,1077.0,1207.0
2025-10-13,Hermes Kelly,,,,1.8823529411764703,141014.0,,,413586.0,,,4251.0,140.0,1.0,4251.0,12000,,1.8823529411764703,413586.0,141014.0,13294.0
2025-10-20,Hermes Kelly,,,,1.8823529411764703,2522.0,89.0,1.0,2700000.0,117700.0,2.0,4251.0,,,,12000,,1.8823529411764703,413586.0,141014.0,4251.0
2025-10-27,Hermes Kelly,,,,2.0,2598.0,12.0,1.0,28200.0,678.0,2.0,68160.0,211.0,2.0,34080.0,12000,,1.8823529411764703,2700000.0,2522.0,4251.0
2025-11-03,Hermes Kelly,,,,2.0,63077.0,2435.0,2.0,178600.0,3847.0,2.0,33804.0,1186.0,1.0,33804.0,12000,,2.0,28200.0,2598.0,68160.0
2025-11-10,Hermes Kelly,,,,2.0,4815.0,164.0,1.0,178600.0,,,5039.0,285.0,2.0,2519.5,12000,,2.0,178600.0,63077.0,33804.0
2025-11-17,Hermes Kelly,,,,2.0,7331.0,169.0,1.0,178600.0,,,1215.0,49.0,1.0,1215.0,12000,,2.0,178600.0,4815.0,5039.0
2025-11-24,Hermes Kelly,8996.661228070176,7914.7,114.0,2.0,32375.0,898.0,1.0,408900.0,11300.0,1.0,1028.0,117.0,1.0,1028.0,12000,-0.25027823099415203,2.0,178600.0,7331.0,1215.0
2025-12-01,Hermes Kelly,9448.455454545454,9500.0,44.0,2.4411764705882355,16380.0,970.0,1.0,408900.0,,,5836.0,264.0,3.0,1945.3333333333333,12000,-0.21262871212121218,2.0,408900.0,32375.0,1028.0
2025-12-08,Hermes Kelly,10504.78,9225.0,6.0,2.4411764705882355,13307.0,24.0,2.0,49900.0,2913.0,1.0,2467.0,72.0,1.0,2467.0,12000,-0.12460166666666661,2.4411764705882355,408900.0,16380.0,5836.0
2025-12-15,Hermes Kelly,11489.797272727272,10034.06,11.0,2.4411764705882355,13307.0,,,132700.0,2063.0,1.0,87.0,0.0,1.0,87.0,12000,-0.04251689393939402,2.4411764705882355,49900.0,13307.0,2467.0
2025-12-22,Hermes Kelly,7488.606666666667,7325.0,12.0,2.4411764705882355,22004.0,784.0,2.0,143600.0,9327.0,1.0,87.0,,,,12000,-0.37594944444444445,2.4411764705882355,132700.0,13307.0,87.0
2025-12-29,Hermes Kelly,10679.47642857143,9499.5,14.0,2.1470588235294117,10563.0,355.0,3.0,143600.0,,,575.0,64.0,1.0,575.0,12000,-0.11004363095238083,2.4411764705882355,143600.0,22004.0,87.0
2026-01-05,Hermes Kelly,10357.300000000001,9337.8,14.0,2.1470588235294117,8821.0,233.0,3.0,108400.0,7401.0,1.0,19565.0,523.0,4.0,4891.25,12000,-0.13689166666666658,2.1470588235294117,143600.0,10563.0,575.0
2026-01-12,Hermes Kelly,7945.493333333333,7094.4400000000005,12.0,2.1470588235294117,2617.0,55.0,1.0,278945.0,18514.0,3.0,19565.0,,,,12000,-0.3378755555555556,2.1470588235294117,108400.0,8821.0,19565.0
2026-01-19,Hermes Kelly,8423.1,7802.5,10.0,2.1470588235294117,8492.0,233.0,1.0,1299.0,16.0,1.0,2172.0,62.0,1.0,2172.0,12000,-0.298075,2.1470588235294117,278945.0,2617.0,19565.0
2026-01-26,Hermes Kelly,10727.021538461539,10055.02,13.0,1.7352941176470589,8492.0,,,1366.0,42.0,1.0,2172.0,,,,12000,-0.10608153846153846,2.1470588235294117,1299.0,8492.0,2172.0
2026-02-02,Hermes Kelly,8815.1,9959.0,5.0,1.7352941176470589,2188.0,58.0,1.0,10600.0,373.0,1.0,3355.0,20.0,1.0,3355.0,12000,-0.2654083333333333,1.7352941176470589,1366.0,8492.0,2172.0
2026-02-09,Hermes Kelly,14114.212727272727,12000.0,11.0,1.7352941176470589,2188.0,,,329036.0,22941.0,3.0,514.0,33.0,1.0,514.0,12000,0.1761843939393939,1.7352941176470589,10600.0,2188.0,3355.0
2026-02-16,Hermes Kelly,7499.614,7051.44,15.0,1.7352941176470589,2188.0,,,15447.0,593.0,2.0,2535.0,799.0,2.0,1267.5,12000,-0.3750321666666667,1.7352941176470589,329036.0,2188.0,514.0
2026-02-23,Hermes Kelly,,,,1.7352941176470589,2188.0,,,864815.0,77635.0,8.0,331.0,65.0,6.0,55.166666666666664,12000,,1.7352941176470589,15447.0,2188.0,2535.0
2026-03-02,Hermes Kelly,,,,1.7352941176470589,36495.0,1257.0,2.0,864815.0,,,43175.0,1256.0,19.0,2272.3684210526317,12000,,1.7352941176470589,864815.0,2188.0,331.0
2023-01-09,Louis Vuitton Capucines,,,,0.6470588235294118,531232.0,4823.0,1.0,221600.0,,,712.0,,,,6350,,0.661764705882353,221600.0,14797.5,712.0
2023-01-23,Louis Vuitton Capucines,,,,0.6470588235294118,24777.0,410.0,2.0,221600.0,,,712.0,,,,6350,,0.661764705882353,221600.0,531232.0,712.0
2023-01-30,Louis Vuitton Capucines,,,,0.08,19059.0,114.0,1.0,221600.0,,,712.0,,,,6350,,0.661764705882353,221600.0,24777.0,712.0
2023-02-06,Louis Vuitton Capucines,,,,0.08,576.0,12.0,1.0,221600.0,,,712.0,,,,6350,,0.08,221600.0,19059.0,712.0
2023-02-13,Louis Vuitton Capucines,,,,0.08,3943.0,90.0,1.0,221600.0,,,712.0,,,,6350,,0.08,221600.0,576.0,712.0
2023-02-20,Louis Vuitton Capucines,,,,0.08,699142.0,52.0,3.0,221600.0,,,27.0,2.0,3.0,9.0,6350,,0.08,221600.0,3943.0,712.0
2023-02-27,Louis Vuitton Capucines,,,,0.07,4704.0,43.0,1.0,221600.0,,,27.0,,,,6350,,0.08,221600.0,699142.0,27.0
2023-03-06,Louis Vuitton Capucines,,,,0.07,4704.0,,,221600.0,,,19.0,0.0,1.0,19.0,6350,,0.07,221600.0,4704.0,27.0
2023-03-13,Louis Vuitton Capucines,,,,0.07,46943.0,691.0,1.0,221600.0,,,19.0,,,,6350,,0.07,221600.0,4704.0,19.0
2023-03-20,Louis Vuitton Capucines,,,,0.07,6288.0,40.0,4.0,221600.0,,,19.0,,,,6350,,0.07,221600.0,46943.0,19.0
2023-03-27,Louis Vuitton Capucines,,,,0.07,6288.0,,,221600.0,,,19.0,,,,6350,,0.07,221600.0,6288.0,19.0
2023-04-03,Louis Vuitton Capucines,,,,0.07,6288.0,,,1774000.0,8396.0,3.0,19.0,,,,6350,,0.07,221600.0,6288.0,19.0
2023-04-10,Louis Vuitton Capucines,,,,0.07,6288.0,,,1774900.0,25978.0,3.0,5.0,0.0,1.0,5.0,6350,,0.07,1774000.0,6288.0,19.0
2023-04-17,Louis Vuitton Capucines,,,,0.07,925350.0,98070.0,2.0,1774900.0,,,5.0,,,,6350,,0.07,1774900.0,6288.0,5.0
2023-04-24,Louis Vuitton Capucines,,,,0.07,2101.0,33.0,1.0,67700.0,804.0,1.0,56.0,1.0,1.0,56.0,6350,,0.07,1774900.0,925350.0,5.0
2023-05-01,Louis Vuitton Capucines,,,,0.07,2101.0,,,1184400.0,15186.0,3.0,-1.0,0.0,1.0,-1.0,6350,,0.07,67700.0,2101.0,56.0
2023-05-08,Louis Vuitton Capucines,,,,0.07,1960.0,41.0,1.0,172600.0,2043.0,3.0,-1.0,,,,6350,,0.07,1184400.0,2101.0,-1.0
2023-05-22,Louis Vuitton Capucines,,,,0.07,13985036.0,296233.0,2.0,172600.0,,,-1.0,0.0,1.0,-1.0,6350,,0.07,172600.0,1960.0,-1.0
2023-05-29,Louis Vuitton Capucines,,,,0.07,13985036.0,,,172600.0,,,-1.0,,,,6350,,0.07,172600.0,13985036.0,-1.0
2023-06-05,Louis Vuitton Capucines,,,,0.07,18689.0,355.0,3.0,172600.0,,,116.0,26.0,1.0,116.0,6350,,0.07,172600.0,13985036.0,-1.0
2023-06-12,Louis Vuitton Capucines,,,,0.07,18689.0,,,172600.0,,,51.0,2.0,1.0,51.0,6350,,0.07,172600.0,18689.0,116.0
2023-06-26,Louis Vuitton Capucines,,,,0.07,18689.0,,,172600.0,,,51.0,,,,6350,,0.07,172600.0,18689.0,51.0
2023-07-03,Louis Vuitton Capucines,,,,0.07,18689.0,,,100500.0,649.0,1.0,51.0,,,,6350,,0.07,172600.0,18689.0,51.0
2023-07-10,Louis Vuitton Capucines,,,,0.07,1831.0,46.0,1.0,100500.0,,,51.0,,,,6350,,0.07,100500.0,18689.0,51.0
2023-07-31,Louis Vuitton Capucines,,,,0.09,732.0,21.0,1.0,47700.0,449.0,1.0,51.0,,,,6350,,0.07,100500.0,1831.0,51.0
2023-08-07,Louis Vuitton Capucines,,,,0.09,948.0,6.0,1.0,47700.0,,,51.0,,,,6350,,0.09,47700.0,732.0,51.0
2023-08-14,Louis Vuitton Capucines,,,,0.09,948.0,,,229200.0,5688.0,2.0,51.0,,,,6350,,0.09,47700.0,948.0,51.0
2023-08-21,Louis Vuitton Capucines,,,,0.09,948.0,,,323400.0,2742.0,2.0,51.0,,,,6350,,0.09,229200.0,948.0,51.0
2023-08-28,Louis Vuitton Capucines,,,,0.09,948.0,,,323400.0,,,116.0,5.0,2.0,58.0,6350,,0.09,323400.0,948.0,51.0
2023-09-11,Louis Vuitton Capucines,,,,0.09,3809.0,156.0,1.0,323400.0,,,116.0,,,,6350,,0.09,323400.0,948.0,116.0
2023-09-18,Louis Vuitton Capucines,,,,0.09,7167.0,548.0,2.0,323400.0,,,116.0,,,,6350,,0.09,323400.0,3809.0,116.0
2023-09-25,Louis Vuitton Capucines,,,,0.1,1811.0,50.0,2.0,323400.0,,,-3.0,0.0,3.0,-1.0,6350,,0.09,323400.0,7167.0,116.0
2023-10-02,Louis Vuitton Capucines,,,,0.1,152180.0,9679.0,4.0,323400.0,,,48.0,4.0,1.0,48.0,6350,,0.1,323400.0,1811.0,-3.0
2023-10-23,Louis Vuitton Capucines,,,,0.1,173834.0,2790.0,3.0,198600.0,10400.0,1.0,48.0,,,,6350,,0.1,323400.0,152180.0,48.0
2023-10-30,Louis Vuitton Capucines,,,,0.09,232072.0,3832.0,3.0,198600.0,,,48.0,,,,6350,,0.1,198600.0,173834.0,48.0
2023-11-06,Louis Vuitton Capucines,,,,0.09,232072.0,,,423600.0,21816.0,3.0,48.0,,,,6350,,0.09,198600.0,232072.0,48.0
2023-11-13,Louis Vuitton Capucines,,,,0.09,16611.0,199.0,1.0,960300.0,8610.0,3.0,48.0,,,,6350,,0.09,423600.0,232072.0,48.0
2023-11-27,Louis Vuitton Capucines,,,,0.09,4385.0,155.0,1.0,960300.0,,,48.0,,,,6350,,0.09,960300.0,16611.0,48.0
2023-12-18,Louis Vuitton Capucines,,,,0.09,4385.0,,,960300.0,,,1146.0,18.0,1.0,1146.0,6350,,0.09,960300.0,4385.0,48.0
2024-01-01,Louis Vuitton Capucines,,,,0.08,5454.0,97.0,2.0,64400.0,672.0,1.0,44.0,0.0,1.0,44.0,6350,,0.09,960300.0,4385.0,1146.0
2024-01-08,Louis Vuitton Capucines,,,,0.08,7520.0,0.0,1.0,64400.0,,,44.0,,,,6350,,0.08,64400.0,5454.0,44.0
2024-01-22,Louis Vuitton Capucines,,,,0.08,8193.0,172.0,2.0,64400.0,,,26.0,4.0,1.0,26.0,6350,,0.08,64400.0,7520.0,44.0
2024-01-29,Louis Vuitton Capucines,,,,0.09,8193.0,,,24900.0,244.0,1.0,26.0,,,,6350,,0.08,64400.0,8193.0,26.0
2024-02-26,Louis Vuitton Capucines,,,,0.08,8193.0,,,24900.0,,,26.0,,,,6350,,0.09,24900.0,8193.0,26.0
2024-03-04,Louis Vuitton Capucines,,,,0.08,8193.0,,,3800000.0,145800.0,2.0,26.0,,,,6350,,0.08,24900.0,8193.0,26.0
2024-03-11,Louis Vuitton Capucines,,,,0.08,18649.0,494.0,1.0,3800000.0,,,15.0,0.0,1.0,15.0,6350,,0.08,3800000.0,8193.0,26.0
2024-03-18,Louis Vuitton Capucines,,,,0.08,73953.0,1192.0,2.0,3800000.0,,,34.0,0.0,1.0,34.0,6350,,0.08,3800000.0,18649.0,15.0
2024-04-01,Louis Vuitton Capucines,,,,0.08,9721.0,212.0,1.0,335900.0,7128.0,4.0,68.0,6.0,5.0,13.6,6350,,0.08,3800000.0,73953.0,34.0
2024-04-15,Louis Vuitton Capucines,,,,0.08,49739.0,943.0,4.0,335900.0,,,68.0,,,,6350,,0.08,335900.0,9721.0,68.0
2024-04-29,Louis Vuitton Capucines,,,,0.13,44011.0,950.0,2.0,8400000.0,1126500.0,3.0,68.0,,,,6350,,0.08,335900.0,49739.0,68.0
2024-05-06,Louis Vuitton Capucines,,,,0.13,6595.0,126.0,1.0,1857200.0,29800.0,2.0,45.0,3.0,1.0,45.0,6350,,0.13,8400000.0,44011.0,68.0
2024-05-13,Louis Vuitton Capucines,,,,0.13,6595.0,,,259800.0,1886.0,2.0,24.0,0.0,1.0,24.0,6350,,0.13,1857200.0,6595.0,45.0
2024-05-20,Louis Vuitton Capucines,,,,0.13,10682.0,244.0,3.0,259800.0,,,24.0,,,,6350,,0.13,259800.0,6595.0,24.0
2024-05-27,Louis Vuitton Capucines,,,,0.09,10682.0,,,617200.0,10530.0,2.0,53.0,0.0,1.0,53.0,6350,,0.13,259800.0,10682.0,24.0
2024-06-03,Louis Vuitton Capucines,,,,0.09,150060.0,2906.0,2.0,617200.0,,,124.0,6.0,1.0,124.0,6350,,0.09,617200.0,10682.0,53.0
2024-06-10,Louis Vuitton Capucines,,,,0.09,2139.0,67.0,1.0,148800.0,659.0,1.0,-1.0,1.0,1.0,-1.0,6350,,0.09,617200.0,150060.0,124.0
2024-06-24,Louis Vuitton Capucines,,,,0.09,2139.0,,,18000.0,654.0,1.0,-1.0,,,,6350,,0.09,148800.0,2139.0,-1.0
2024-07-01,Louis Vuitton Capucines,,,,0.09,459.0,5.0,2.0,18000.0,,,1.0,0.0,1.0,1.0,6350,,0.09,18000.0,2139.0,-1.0
2024-07-08,Louis Vuitton Capucines,,,,0.09,468.0,4.0,1.0,18000.0,,,1.0,,,,6350,,0.09,18000.0,459.0,1.0
2024-07-15,Louis Vuitton Capucines,,,,0.09,1195.0,25.0,1.0,313157.0,5246.0,3.0,1.0,,,,6350,,0.09,18000.0,468.0,1.0
2024-07-22,Louis Vuitton Capucines,,,,0.09,1195.0,,,313157.0,,,72.0,6.0,1.0,72.0,6350,,0.09,313157.0,1195.0,1.0
2024-07-29,Louis Vuitton Capucines,,,,0.08,3471.0,181.0,1.0,313157.0,,,72.0,,,,6350,,0.09,313157.0,1195.0,72.0
2024-08-05,Louis Vuitton Capucines,,,,0.08,210009.0,3141.0,1.0,313157.0,,,32.0,7.0,1.0,32.0,6350,,0.08,313157.0,3471.0,72.0
2024-08-12,Louis Vuitton Capucines,,,,0.08,15452.0,780.0,4.0,71100.0,2532.0,1.0,32.0,,,,6350,,0.08,313157.0,210009.0,32.0
2024-08-19,Louis Vuitton Capucines,,,,0.08,15452.0,,,71100.0,,,43.0,13.0,2.0,21.5,6350,,0.08,71100.0,15452.0,32.0
2024-08-26,Louis Vuitton Capucines,,,,0.09,2745.0,16.0,1.0,47500.0,825.0,1.0,43.0,,,,6350,,0.08,71100.0,15452.0,43.0
2024-09-02,Louis Vuitton Capucines,,,,0.09,11577.0,105.0,1.0,47500.0,,,119.0,6.0,1.0,119.0,6350,,0.09,47500.0,2745.0,43.0
2024-09-16,Louis Vuitton Capucines,,,,0.09,1584.0,21.0,1.0,47500.0,,,119.0,,,,6350,,0.09,47500.0,11577.0,119.0
2024-09-23,Louis Vuitton Capucines,,,,0.09,163313.0,4113.0,3.0,505800.0,5445.0,3.0,119.0,,,,6350,,0.09,47500.0,1584.0,119.0
2024-09-30,Louis Vuitton Capucines,,,,0.09,163313.0,,,505800.0,,,255.0,10.0,2.0,127.5,6350,,0.09,505800.0,163313.0,119.0
2024-10-07,Louis Vuitton Capucines,,,,0.09,50.0,0.0,1.0,10800.0,86.0,1.0,255.0,,,,6350,,0.09,505800.0,163313.0,255.0
2024-10-14,Louis Vuitton Capucines,,,,0.09,2455.0,22.0,2.0,10800.0,,,255.0,,,,6350,,0.09,10800.0,50.0,255.0
2024-10-28,Louis Vuitton Capucines,,,,0.09,2455.0,,,1171200.0,15462.0,3.0,255.0,,,,6350,,0.09,10800.0,2455.0,255.0
2024-11-04,Louis Vuitton Capucines,,,,0.09,2455.0,,,1171200.0,,,28.0,0.0,1.0,28.0,6350,,0.09,1171200.0,2455.0,255.0
2024-11-25,Louis Vuitton Capucines,,,,0.14,1145.0,10.0,1.0,1171200.0,,,28.0,,,,6350,,0.09,1171200.0,2455.0,28.0
2024-12-02,Louis Vuitton Capucines,,,,0.14,102778.0,753.0,1.0,1171200.0,,,28.0,,,,6350,,0.14,1171200.0,1145.0,28.0
2024-12-09,Louis Vuitton Capucines,,,,0.14,10125.0,602.0,4.0,1171200.0,,,28.0,,,,6350,,0.14,1171200.0,102778.0,28.0
2024-12-16,Louis Vuitton Capucines,,,,0.14,14485.0,625.0,1.0,1171200.0,,,0.0,0.0,2.0,0.0,6350,,0.14,1171200.0,10125.0,28.0
2024-12-23,Louis Vuitton Capucines,,,,0.14,14485.0,,,1171200.0,,,0.0,0.0,1.0,0.0,6350,,0.14,1171200.0,14485.0,0.0
2024-12-30,Louis Vuitton Capucines,,,,0.11,14123162.0,413682.0,1.0,1171200.0,,,0.0,,,,6350,,0.14,1171200.0,14485.0,0.0
2025-01-06,Louis Vuitton Capucines,,,,0.11,14123162.0,,,66600.0,606.0,1.0,0.0,,,,6350,,0.11,1171200.0,14123162.0,0.0
2025-01-13,Louis Vuitton Capucines,,,,0.11,1094.0,7.0,1.0,66600.0,,,0.0,,,,6350,,0.11,66600.0,14123162.0,0.0
2025-01-20,Louis Vuitton Capucines,,,,0.11,1225.0,49.0,1.0,66600.0,,,11.0,0.0,1.0,11.0,6350,,0.11,66600.0,1094.0,0.0
2025-01-27,Louis Vuitton Capucines,,,,0.1,2593159.0,58719.0,1.0,966900.0,1030.0,1.0,-1.0,0.0,1.0,-1.0,6350,,0.11,66600.0,1225.0,11.0
2025-02-03,Louis Vuitton Capucines,,,,0.1,794.0,29.0,2.0,143400.0,926.0,2.0,-1.0,,,,6350,,0.1,966900.0,2593159.0,-1.0
2025-02-10,Louis Vuitton Capucines,,,,0.1,794.0,,,6378.0,46.0,1.0,-1.0,,,,6350,,0.1,143400.0,794.0,-1.0
2025-02-17,Louis Vuitton Capucines,,,,0.1,794.0,,,6378.0,,,13.0,0.0,1.0,13.0,6350,,0.1,6378.0,794.0,-1.0
2025-02-24,Louis Vuitton Capucines,,,,0.09,16536.0,2515.0,1.0,26973.0,978.0,3.0,13.0,,,,6350,,0.1,6378.0,794.0,13.0
2025-03-03,Louis Vuitton Capucines,,,,0.09,45385.0,243.0,1.0,135000.0,1152.0,1.0,13.0,,,,6350,,0.09,26973.0,16536.0,13.0
2025-03-10,Louis Vuitton Capucines,,,,0.09,2427.0,53.0,4.0,135000.0,,,51.0,5.0,1.0,51.0,6350,,0.09,135000.0,45385.0,13.0
